sex,age,emotion,strength,FID,PID
F,20,Happiness,1,64,23
F,45,Happiness,2,64,24
F,41,Happiness,2,64,25
M,26,Happiness,1,64,26
M,35,Happiness,1,64,27
F,49,Happiness,2,64,28
M,36,Happiness,1,64,29
M,18,Happiness,1,64,30
F,42,Happiness,3,64,31
M,22,Happiness,2,64,32
F,30,Happiness,2,64,33
F,60,Happiness,5,64,34
M,20,Happiness,3,64,35
M,30,Happiness,1,64,36
F,31,Happiness,1,64,37
M,37,Happiness,1,64,38
M,31,Happiness,1,64,39
F,34,Happiness,1,64,40
F,37,Happiness,1,64,41
M,25,Happiness,1,64,42
M,25,Happiness,3,64,43
F,33,Happiness,1,64,44
M,29,Happiness,3,64,45
F,51,Happiness,1,64,46
F,61,Happiness,1,64,47
F,38,Happiness,2,64,48
F,41,Happiness,1,64,49
F,30,Sadness,2,64,50
F,NA,Happiness,1,64,51
F,60,Happiness,2,64,52
M,44,Happiness,1,64,53
F,40,Happiness,3,64,54
F,52,Happiness,1,64,55
F,66,Happiness,4,64,56
F,20,Happiness,3,64,57
F,32,Happiness,2,64,58
M,31,Happiness,2,64,59
F,23,Happiness,5,64,60
M,29,Disgust,5,65,1
M,48,Anger,3,65,2
F,58,Fear,3,65,3
F,53,Disgust,3,65,4
F,30,Disgust,1,65,5
F,31,Fear,4,65,6
F,44,Fear,2,65,7
F,28,Sadness,4,65,8
F,58,Disgust,3,65,9
M,37,Disgust,2,65,10
M,43,Sadness,5,65,11
F,64,Disgust,5,65,12
F,44,Sadness,3,65,13
M,33,Sadness,4,65,14
M,30,Disgust,4,65,15
F,51,Anger,2,65,16
F,36,Disgust,2,65,17
F,23,Surprise,2,65,18
M,30,Disgust,3,65,19
F,60,Disgust,3,65,20
F,37,Disgust,3,65,21
M,47,Anger,4,65,22
F,20,Disgust,3,65,23
F,45,Sadness,3,65,24
F,41,Anger,3,65,25
M,26,Fear,2,65,26
M,35,Sadness,2,65,27
F,49,Sadness,4,65,28
M,36,Anger,4,65,29
M,18,Disgust,2,65,30
F,42,Disgust,3,65,31
M,22,Sadness,4,65,32
F,30,Disgust,4,65,33
F,60,Anger,5,65,34
M,20,Anger,2,65,35
M,30,Anger,2,65,36
F,31,Sadness,3,65,37
M,37,Disgust,2,65,38
M,31,Disgust,2,65,39
F,34,Anger,5,65,40
F,37,Disgust,2,65,41
M,25,Sadness,2,65,42
M,25,Sadness,4,65,43
F,33,Disgust,3,65,44
M,29,Disgust,5,65,45
F,51,Sadness,3,65,46
F,61,Sadness,2,65,47
F,38,Disgust,2,65,48
F,41,Fear,4,65,49
F,30,Disgust,3,65,50
F,NA,Fear,4,65,51
F,60,Disgust,2,65,52
M,44,Sadness,1,65,53
F,40,Disgust,4,65,54
F,52,Sadness,3,65,55
F,66,Surprise,3,65,56
F,20,Anger,4,65,57
F,32,Disgust,3,65,58
M,31,Fear,3,65,59
F,23,Disgust,2,65,60
M,29,Disgust,3,66,1
M,48,Happiness,3,66,2
F,58,Happiness,3,66,3
F,53,Happiness,4,66,4
F,30,Happiness,1,66,5
F,31,Happiness,4,66,6
F,44,Happiness,2,66,7
F,28,Happiness,4,66,8
F,58,Happiness,2,66,9
M,37,Happiness,1,66,10
M,43,Happiness,3,66,11
F,64,Happiness,3,66,12
F,44,Sadness,2,66,13
M,33,Happiness,3,66,14
M,30,Happiness,3,66,15
F,51,Happiness,3,66,16
F,36,Happiness,3,66,17
F,23,Happiness,4,66,18
M,30,Happiness,2,66,19
F,60,Happiness,3,66,20
F,37,Happiness,3,66,21
M,47,Happiness,3,66,22
F,20,Happiness,3,66,23
F,45,Happiness,4,66,24
F,41,Happiness,4,66,25
M,26,Happiness,2,66,26
M,35,Happiness,2,66,27
F,49,Happiness,3,66,28
M,36,Happiness,2,66,29
M,18,Happiness,2,66,30
F,42,Happiness,4,66,31
M,22,Happiness,3,66,32
F,30,Happiness,2,66,33
F,60,Happiness,5,66,34
M,20,Happiness,2,66,35
M,30,Happiness,3,66,36
F,31,Happiness,4,66,37
M,37,Happiness,3,66,38
M,31,Happiness,2,66,39
F,34,Happiness,5,66,40
F,37,Happiness,3,66,41
M,25,Happiness,1,66,42
M,25,Happiness,4,66,43
F,33,Happiness,2,66,44
M,29,Happiness,4,66,45
F,51,Happiness,3,66,46
F,61,Happiness,3,66,47
F,38,Happiness,3,66,48
F,41,Happiness,4,66,49
F,30,Happiness,3,66,50
F,NA,Happiness,2,66,51
F,60,Happiness,2,66,52
M,44,Happiness,2,66,53
F,40,Happiness,4,66,54
F,52,Happiness,2,66,55
F,66,Happiness,5,66,56
F,20,Happiness,3,66,57
F,32,Happiness,3,66,58
M,31,Happiness,3,66,59
F,23,Happiness,4,66,60
M,29,Surprise,5,67,1
M,48,Surprise,5,67,2
F,58,Fear,5,67,3
F,53,Surprise,5,67,4
F,30,Fear,5,67,5
F,31,Fear,5,67,6
F,44,Fear,5,67,7
F,28,Fear,5,67,8
F,58,Surprise,5,67,9
M,37,Fear,4,67,10
M,43,Surprise,5,67,11
F,64,Fear,5,67,12
F,44,Sadness,3,67,13
M,33,Surprise,5,67,14
M,30,Surprise,5,67,15
F,51,Fear,5,67,16
F,36,Fear,5,67,17
F,23,Surprise,5,67,18
M,30,Fear,5,67,19
F,60,Fear,4,67,20
F,37,Surprise,4,67,21
M,47,Fear,5,67,22
F,20,Surprise,5,67,23
F,45,Fear,5,67,24
F,41,Fear,5,67,25
M,26,Fear,5,67,26
M,35,Fear,5,67,27
F,49,Fear,4,67,28
M,36,Fear,4,67,29
M,18,Surprise,5,67,30
F,42,Surprise,5,67,31
M,22,Surprise,5,67,32
F,30,Surprise,5,67,33
F,60,Sadness,5,67,34
M,20,Fear,5,67,35
M,30,Fear,4,67,36
F,31,Fear,5,67,37
M,37,Fear,5,67,38
M,31,Surprise,5,67,39
F,34,Fear,5,67,40
F,37,Surprise,5,67,41
M,25,Fear,5,67,42
M,25,Fear,5,67,43
F,33,Surprise,5,67,44
M,29,Surprise,5,67,45
F,51,Fear,4,67,46
F,61,Sadness,5,67,47
F,38,Surprise,4,67,48
F,41,Fear,4,67,49
F,30,Fear,5,67,50
F,NA,Sadness,5,67,51
F,60,Fear,4,67,52
M,44,Fear,4,67,53
F,40,Fear,5,67,54
F,52,Fear,4,67,55
F,66,Fear,5,67,56
F,20,Surprise,5,67,57
F,32,Surprise,5,67,58
M,31,Fear,3,67,59
F,23,Fear,3,67,60
M,29,Happiness,4,68,1
M,48,Happiness,3,68,2
F,58,Surprise,5,68,3
F,53,Happiness,3,68,4
F,30,Happiness,2,68,5
F,31,Happiness,3,68,6
F,44,Happiness,2,68,7
F,28,Happiness,4,68,8
F,58,Happiness,2,68,9
M,37,Happiness,4,68,10
M,43,Happiness,3,68,11
F,64,Happiness,4,68,12
F,44,Sadness,2,68,13
M,33,Happiness,3,68,14
M,30,Happiness,3,68,15
F,51,Happiness,2,68,16
F,36,Happiness,2,68,17
F,23,Happiness,2,68,18
M,30,Happiness,3,68,19
F,60,Happiness,2,68,20
F,37,Happiness,3,68,21
M,47,Happiness,3,68,22
F,20,Happiness,4,68,23
F,45,Happiness,4,68,24
F,41,Happiness,5,68,25
M,26,Happiness,3,68,26
M,35,Happiness,2,68,27
F,49,Happiness,3,68,28
M,36,Happiness,3,68,29
M,18,Happiness,2,68,30
F,42,Happiness,4,68,31
M,22,Happiness,3,68,32
F,30,Happiness,2,68,33
F,60,Happiness,3,68,34
M,20,Happiness,5,68,35
M,30,Happiness,3,68,36
F,31,Happiness,4,68,37
M,37,Happiness,2,68,38
M,31,Happiness,2,68,39
F,34,Happiness,3,68,40
F,37,Happiness,3,68,41
M,25,Happiness,1,68,42
M,25,Happiness,2,68,43
F,33,Happiness,2,68,44
M,29,Happiness,5,68,45
F,51,Happiness,1,68,46
F,61,Happiness,2,68,47
F,38,Happiness,3,68,48
F,41,Happiness,2,68,49
F,30,Happiness,2,68,50
F,NA,Happiness,2,68,51
F,60,Happiness,3,68,52
M,44,Happiness,1,68,53
F,40,Happiness,5,68,54
F,52,Happiness,2,68,55
F,66,Happiness,1,68,56
F,20,Happiness,4,68,57
F,32,Happiness,2,68,58
M,31,Happiness,2,68,59
F,23,Happiness,3,68,60
M,29,Disgust,3,69,1
M,48,Disgust,2,69,2
F,58,Disgust,3,69,3
F,53,Sadness,3,69,4
F,30,Anger,1,69,5
F,31,Disgust,5,69,6
F,44,Anger,2,69,7
F,28,Fear,3,69,8
F,58,Anger,2,69,9
M,37,Disgust,2,69,10
M,43,Anger,2,69,11
F,64,Disgust,4,69,12
F,44,Sadness,2,69,13
M,33,Anger,3,69,14
M,30,Anger,2,69,15
F,51,Disgust,2,69,16
F,36,Disgust,1,69,17
F,23,Disgust,2,69,18
M,30,Anger,2,69,19
F,60,Anger,2,69,20
F,37,Disgust,2,69,21
M,47,Anger,2,69,22
F,20,Anger,2,69,23
F,45,Disgust,3,69,24
F,41,Disgust,2,69,25
M,26,Disgust,2,69,26
M,35,Disgust,2,69,27
F,49,Disgust,3,69,28
M,36,Anger,3,69,29
M,18,Anger,1,69,30
F,42,Surprise,3,69,31
M,22,Sadness,3,69,32
F,30,Disgust,2,69,33
F,60,Anger,5,69,34
M,20,Happiness,1,69,35
M,30,Anger,2,69,36
F,31,Disgust,1,69,37
M,37,Disgust,2,69,38
M,31,Happiness,2,69,39
F,34,Anger,5,69,40
F,37,Disgust,1,69,41
M,25,Disgust,1,69,42
M,25,Fear,4,69,43
F,33,Anger,2,69,44
M,29,Surprise,2,69,45
F,51,Anger,1,69,46
F,61,Anger,1,69,47
F,38,Disgust,1,69,48
F,41,Anger,2,69,49
F,30,Disgust,3,69,50
F,NA,Anger,1,69,51
F,60,Anger,2,69,52
M,44,Disgust,2,69,53
F,40,Disgust,3,69,54
F,52,Disgust,2,69,55
F,66,Anger,2,69,56
F,20,Anger,4,69,57
F,32,Anger,1,69,58
M,31,Disgust,1,69,59
F,23,Disgust,3,69,60
M,29,Happiness,3,70,1
M,48,Happiness,3,70,2
F,58,Happiness,4,70,3
F,53,Happiness,4,70,4
F,30,Happiness,2,70,5
F,31,Happiness,3,70,6
F,44,Happiness,3,70,7
F,28,Happiness,4,70,8
F,58,Happiness,4,70,9
M,37,Happiness,4,70,10
M,43,Happiness,3,70,11
F,64,Happiness,4,70,12
F,44,Sadness,1,70,13
M,33,Happiness,4,70,14
M,30,Happiness,3,70,15
F,51,Happiness,3,70,16
F,36,Happiness,3,70,17
F,23,Happiness,2,70,18
M,30,Happiness,3,70,19
F,60,Happiness,3,70,20
F,37,Happiness,3,70,21
M,47,Happiness,3,70,22
F,20,Happiness,4,70,23
F,45,Happiness,2,70,24
F,41,Happiness,4,70,25
M,26,Happiness,3,70,26
M,35,Happiness,4,70,27
F,49,Happiness,3,70,28
M,36,Happiness,4,70,29
M,18,Happiness,2,70,30
F,42,Happiness,4,70,31
M,22,Happiness,4,70,32
F,30,Happiness,4,70,33
F,60,Happiness,5,70,34
M,20,Happiness,3,70,35
M,30,Happiness,3,70,36
F,31,Happiness,5,70,37
M,37,Happiness,4,70,38
M,31,Happiness,2,70,39
F,34,Happiness,5,70,40
F,37,Happiness,2,70,41
M,25,Happiness,2,70,42
M,25,Happiness,5,70,43
F,33,Happiness,3,70,44
M,29,Happiness,3,70,45
F,51,Happiness,2,70,46
F,61,Happiness,3,70,47
F,38,NA,NA,70,48
F,41,Happiness,3,70,49
F,30,Happiness,4,70,50
F,NA,Happiness,4,70,51
F,60,Happiness,3,70,52
M,44,Happiness,3,70,53
F,40,Happiness,5,70,54
F,52,Happiness,3,70,55
F,66,Happiness,5,70,56
F,20,Happiness,3,70,57
F,32,Happiness,4,70,58
M,31,Happiness,3,70,59
F,23,Happiness,4,70,60
M,29,Happiness,5,71,1
M,48,Happiness,4,71,2
F,58,Happiness,5,71,3
F,53,Happiness,4,71,4
F,30,Happiness,3,71,5
F,31,Happiness,5,71,6
F,44,Happiness,4,71,7
F,28,Happiness,4,71,8
F,58,Happiness,5,71,9
M,37,Happiness,5,71,10
M,43,Happiness,5,71,11
F,64,Happiness,5,71,12
F,44,Sadness,1,71,13
M,33,Happiness,5,71,14
M,30,Happiness,5,71,15
F,51,Happiness,5,71,16
F,36,Happiness,5,71,17
F,23,Happiness,5,71,18
M,30,Happiness,4,71,19
F,60,Happiness,5,71,20
F,37,Happiness,4,71,21
M,47,Happiness,4,71,22
F,20,Happiness,5,71,23
F,45,Happiness,4,71,24
F,41,Happiness,5,71,25
M,26,Happiness,5,71,26
M,35,Happiness,5,71,27
F,49,Happiness,5,71,28
M,36,Happiness,5,71,29
M,18,Happiness,3,71,30
F,42,Happiness,5,71,31
M,22,Happiness,5,71,32
F,30,Happiness,5,71,33
F,60,Happiness,5,71,34
M,20,Happiness,5,71,35
M,30,Happiness,4,71,36
F,31,Happiness,5,71,37
M,37,Happiness,5,71,38
M,31,Happiness,2,71,39
F,34,Happiness,5,71,40
F,37,Happiness,2,71,41
M,25,Happiness,5,71,42
M,25,Happiness,5,71,43
F,33,Sadness,5,71,44
M,29,Happiness,5,71,45
F,51,Happiness,4,71,46
F,61,Happiness,5,71,47
F,38,Happiness,4,71,48
F,41,Happiness,4,71,49
F,30,Happiness,5,71,50
F,NA,Happiness,5,71,51
F,60,Happiness,5,71,52
M,44,Happiness,4,71,53
F,40,Happiness,5,71,54
F,52,Happiness,4,71,55
F,66,Happiness,5,71,56
F,20,Happiness,5,71,57
F,32,Happiness,4,71,58
M,31,Happiness,4,71,59
F,23,Happiness,5,71,60
M,29,Disgust,3,72,1
M,48,Happiness,4,72,2
F,58,Happiness,1,72,3
F,53,Happiness,2,72,4
F,30,Happiness,2,72,5
F,31,Anger,4,72,6
F,44,Anger,2,72,7
F,28,Anger,4,72,8
F,58,Happiness,4,72,9
M,37,Anger,2,72,10
M,43,Anger,4,72,11
F,64,Happiness,2,72,12
F,44,Sadness,1,72,13
M,33,Happiness,4,72,14
M,30,Happiness,5,72,15
F,51,Anger,4,72,16
F,36,Happiness,5,72,17
F,23,Happiness,4,72,18
M,30,Anger,3,72,19
F,60,Happiness,4,72,20
F,37,Anger,2,72,21
M,47,Anger,2,72,22
F,20,Happiness,3,72,23
F,45,Happiness,3,72,24
F,41,Happiness,3,72,25
M,26,Surprise,4,72,26
M,35,Disgust,4,72,27
F,49,Happiness,3,72,28
M,36,Anger,3,72,29
M,18,Happiness,1,72,30
F,42,Surprise,3,72,31
M,22,Happiness,3,72,32
F,30,Happiness,5,72,33
F,60,Anger,5,72,34
M,20,Happiness,4,72,35
M,30,Happiness,4,72,36
F,31,Happiness,4,72,37
M,37,Anger,3,72,38
M,31,Happiness,2,72,39
F,34,Anger,5,72,40
F,37,Disgust,3,72,41
M,25,Anger,5,72,42
M,25,Happiness,5,72,43
F,33,Surprise,4,72,44
M,29,Disgust,4,72,45
F,51,Anger,3,72,46
F,61,Anger,5,72,47
F,38,Disgust,2,72,48
F,41,Happiness,3,72,49
F,30,Anger,4,72,50
F,NA,Anger,5,72,51
F,60,Happiness,4,72,52
M,44,Anger,2,72,53
F,40,Anger,4,72,54
F,52,Disgust,2,72,55
F,66,Disgust,5,72,56
F,20,Happiness,2,72,57
F,32,Anger,3,72,58
M,31,Happiness,4,72,59
F,23,Happiness,4,72,60
M,29,Sadness,2,73,1
M,48,Anger,3,73,2
F,58,Sadness,2,73,3
F,53,Sadness,4,73,4
F,30,Disgust,1,73,5
F,31,Disgust,3,73,6
F,44,Fear,3,73,7
F,28,Sadness,3,73,8
F,58,Sadness,2,73,9
M,37,Disgust,1,73,10
M,43,Sadness,4,73,11
F,64,Sadness,3,73,12
F,44,Sadness,5,73,13
M,33,Fear,3,73,14
M,30,Disgust,2,73,15
F,51,Sadness,2,73,16
F,36,Fear,1,73,17
F,23,Disgust,2,73,18
M,30,Sadness,2,73,19
F,60,Sadness,3,73,20
F,37,Disgust,2,73,21
M,47,Anger,2,73,22
F,20,Disgust,2,73,23
F,45,Sadness,3,73,24
F,41,Fear,3,73,25
M,26,Sadness,3,73,26
M,35,Sadness,2,73,27
F,49,Sadness,4,73,28
M,36,Sadness,1,73,29
M,18,Sadness,3,73,30
F,42,Sadness,4,73,31
M,22,Sadness,4,73,32
F,30,Anger,3,73,33
F,60,Sadness,4,73,34
M,20,Happiness,1,73,35
M,30,Anger,2,73,36
F,31,Fear,3,73,37
M,37,Disgust,1,73,38
M,31,Disgust,1,73,39
F,34,Sadness,5,73,40
F,37,Sadness,3,73,41
M,25,Sadness,1,73,42
M,25,Sadness,3,73,43
F,33,Happiness,1,73,44
M,29,Disgust,3,73,45
F,51,Sadness,2,73,46
F,61,Sadness,5,73,47
F,38,Disgust,1,73,48
F,41,Fear,1,73,49
F,30,Sadness,4,73,50
F,NA,Sadness,4,73,51
F,60,Sadness,2,73,52
M,44,Anger,1,73,53
F,40,Disgust,2,73,54
F,52,Sadness,2,73,55
F,66,Sadness,5,73,56
F,20,Disgust,2,73,57
F,32,Sadness,4,73,58
M,31,Sadness,3,73,59
F,23,Anger,3,73,60
M,29,Happiness,2,74,1
M,48,Happiness,3,74,2
F,58,Happiness,1,74,3
F,53,Happiness,2,74,4
F,30,Happiness,1,74,5
F,31,Disgust,3,74,6
F,44,Happiness,3,74,7
F,28,Happiness,3,74,8
F,58,Happiness,1,74,9
M,37,Happiness,2,74,10
M,43,Happiness,3,74,11
F,64,Happiness,2,74,12
F,44,Sadness,5,74,13
M,33,Happiness,2,74,14
M,30,Happiness,2,74,15
F,51,Happiness,2,74,16
F,36,Happiness,1,74,17
F,23,Happiness,3,74,18
M,30,Happiness,1,74,19
F,60,Happiness,2,74,20
F,37,Happiness,2,74,21
M,47,Happiness,2,74,22
F,20,Happiness,5,74,23
F,45,Happiness,2,74,24
F,41,Sadness,2,74,25
M,26,Happiness,1,74,26
M,35,Happiness,1,74,27
F,49,Fear,2,74,28
M,36,Happiness,2,74,29
M,18,Happiness,2,74,30
F,42,Happiness,4,74,31
M,22,Happiness,3,74,32
F,30,Happiness,2,74,33
F,60,Happiness,4,74,34
M,20,Happiness,3,74,35
M,30,Happiness,3,74,36
F,31,Happiness,2,74,37
M,37,Happiness,1,74,38
M,31,Happiness,2,74,39
F,34,Happiness,3,74,40
F,37,Happiness,2,74,41
M,25,Happiness,1,74,42
M,25,Happiness,4,74,43
F,33,Happiness,2,74,44
M,29,Happiness,4,74,45
F,51,Happiness,2,74,46
F,61,Happiness,1,74,47
F,38,Happiness,2,74,48
F,41,Happiness,2,74,49
F,30,Fear,1,74,50
F,NA,Happiness,3,74,51
F,60,Happiness,2,74,52
M,44,Sadness,1,74,53
F,40,Happiness,4,74,54
F,52,Happiness,2,74,55
F,66,Happiness,3,74,56
F,20,Happiness,5,74,57
F,32,Happiness,3,74,58
M,31,Happiness,1,74,59
F,23,Happiness,4,74,60
M,29,Surprise,2,75,1
M,48,Happiness,2,75,2
F,58,Happiness,1,75,3
F,53,Surprise,2,75,4
F,30,Happiness,2,75,5
F,31,Fear,2,75,6
F,44,Happiness,4,75,7
F,28,Happiness,3,75,8
F,58,Happiness,1,75,9
M,37,Happiness,3,75,10
M,43,Happiness,2,75,11
F,64,Disgust,3,75,12
F,44,Sadness,3,75,13
M,33,Disgust,5,75,14
M,30,Disgust,2,75,15
F,51,Happiness,2,75,16
F,36,Happiness,2,75,17
F,23,Happiness,3,75,18
M,30,Sadness,1,75,19
F,60,Happiness,4,75,20
F,37,Happiness,1,75,21
M,47,Disgust,2,75,22
F,20,Happiness,5,75,23
F,45,Disgust,2,75,24
F,41,Happiness,2,75,25
M,26,Surprise,1,75,26
M,35,Surprise,1,75,27
F,49,Disgust,2,75,28
M,36,Happiness,1,75,29
M,18,Happiness,2,75,30
F,42,Surprise,2,75,31
M,22,Happiness,2,75,32
F,30,Happiness,1,75,33
F,60,Disgust,1,75,34
M,20,Happiness,2,75,35
M,30,Happiness,2,75,36
F,31,Happiness,1,75,37
M,37,Happiness,2,75,38
M,31,Happiness,2,75,39
F,34,Happiness,4,75,40
F,37,Happiness,1,75,41
M,25,Disgust,1,75,42
M,25,Happiness,3,75,43
F,33,Happiness,3,75,44
M,29,Surprise,3,75,45
F,51,Happiness,2,75,46
F,61,Happiness,2,75,47
F,38,Happiness,2,75,48
F,41,Happiness,3,75,49
F,30,Surprise,1,75,50
F,NA,Happiness,2,75,51
F,60,Happiness,2,75,52
M,44,Surprise,3,75,53
F,40,Happiness,4,75,54
F,52,Surprise,2,75,55
F,66,Happiness,4,75,56
F,20,Happiness,1,75,57
F,32,Happiness,2,75,58
M,31,Happiness,1,75,59
F,23,Happiness,4,75,60
M,29,Disgust,4,76,1
M,48,Happiness,4,76,2
F,58,Anger,1,76,3
F,53,Anger,4,76,4
F,30,Disgust,3,76,5
F,31,Anger,5,76,6
F,44,Anger,3,76,7
F,28,Anger,3,76,8
F,58,Anger,3,76,9
M,37,Anger,4,76,10
M,43,Anger,4,76,11
F,64,Happiness,3,76,12
F,44,Sadness,3,76,13
M,33,Happiness,4,76,14
M,30,Happiness,5,76,15
F,51,Anger,4,76,16
F,36,Happiness,5,76,17
F,23,Anger,3,76,18
M,30,Anger,2,76,19
F,60,Disgust,3,76,20
F,37,Anger,3,76,21
M,47,Anger,2,76,22
F,20,Happiness,4,76,23
F,45,Anger,3,76,24
F,41,Happiness,2,76,25
M,26,Disgust,3,76,26
M,35,Anger,3,76,27
F,49,Anger,3,76,28
M,36,Happiness,2,76,29
M,18,Happiness,1,76,30
F,42,Happiness,5,76,31
M,22,Anger,3,76,32
F,30,Happiness,5,76,33
F,60,Anger,5,76,34
M,20,Anger,2,76,35
M,30,Happiness,3,76,36
F,31,Happiness,3,76,37
M,37,Anger,4,76,38
M,31,Happiness,2,76,39
F,34,Anger,5,76,40
F,37,Anger,3,76,41
M,25,Anger,5,76,42
M,25,Happiness,5,76,43
F,33,Surprise,4,76,44
M,29,Happiness,4,76,45
F,51,Anger,2,76,46
F,61,Anger,5,76,47
F,38,Disgust,2,76,48
F,41,Happiness,4,76,49
F,30,Disgust,3,76,50
F,NA,Anger,4,76,51
F,60,Happiness,4,76,52
M,44,Anger,3,76,53
F,40,Anger,3,76,54
F,52,Disgust,4,76,55
F,66,Anger,5,76,56
F,20,Anger,2,76,57
F,32,Anger,3,76,58
M,31,Happiness,3,76,59
F,23,Happiness,5,76,60
M,29,Happiness,2,77,1
M,48,Happiness,1,77,2
F,58,Happiness,1,77,3
F,53,Sadness,2,77,4
F,30,Happiness,1,77,5
F,31,Happiness,1,77,6
F,44,Happiness,2,77,7
F,28,Happiness,3,77,8
F,58,Happiness,1,77,9
M,37,Happiness,2,77,10
M,43,Sadness,2,77,11
F,64,Happiness,2,77,12
F,44,Happiness,5,77,13
M,33,Happiness,2,77,14
M,30,Happiness,1,77,15
F,51,Happiness,1,77,16
F,36,Happiness,2,77,17
F,23,Happiness,1,77,18
M,30,Happiness,1,77,19
F,60,Happiness,2,77,20
F,37,Happiness,1,77,21
M,47,Happiness,2,77,22
F,20,Happiness,3,77,23
F,45,Happiness,1,77,24
F,41,Happiness,2,77,25
M,26,Happiness,1,77,26
M,35,Happiness,1,77,27
F,49,Sadness,2,77,28
M,36,Happiness,1,77,29
M,18,Happiness,1,77,30
F,42,Happiness,3,77,31
M,22,Happiness,2,77,32
F,30,Happiness,2,77,33
F,60,Happiness,2,77,34
M,20,Happiness,1,77,35
M,30,Happiness,2,77,36
F,31,Happiness,1,77,37
M,37,Happiness,2,77,38
M,31,Happiness,1,77,39
F,34,Happiness,3,77,40
F,37,Happiness,1,77,41
M,25,Happiness,1,77,42
M,25,Happiness,4,77,43
F,33,Happiness,1,77,44
M,29,Happiness,4,77,45
F,51,Happiness,1,77,46
F,61,Happiness,1,77,47
F,38,Happiness,1,77,48
F,41,Happiness,1,77,49
F,30,Happiness,1,77,50
F,NA,Happiness,3,77,51
F,60,Happiness,2,77,52
M,44,Happiness,1,77,53
F,40,Happiness,4,77,54
F,52,Happiness,1,77,55
F,66,Happiness,1,77,56
F,20,Happiness,1,77,57
F,32,Happiness,2,77,58
M,31,Disgust,1,77,59
F,23,Happiness,3,77,60
M,29,Disgust,4,78,1
M,48,Disgust,2,78,2
F,58,Happiness,1,78,3
F,53,Sadness,2,78,4
F,30,Anger,1,78,5
F,31,Disgust,4,78,6
F,44,Anger,2,78,7
F,28,Anger,4,78,8
F,58,Surprise,2,78,9
M,37,Disgust,3,78,10
M,43,Anger,3,78,11
F,64,Disgust,3,78,12
F,44,Fear,3,78,13
M,33,Anger,3,78,14
M,30,Disgust,2,78,15
F,51,Anger,1,78,16
F,36,Disgust,2,78,17
F,23,Disgust,2,78,18
M,30,Anger,2,78,19
F,60,Fear,2,78,20
F,37,Disgust,2,78,21
M,47,Anger,2,78,22
F,20,Anger,3,78,23
F,45,Disgust,2,78,24
F,41,Anger,2,78,25
M,26,Disgust,2,78,26
M,35,Disgust,2,78,27
F,49,Disgust,3,78,28
M,36,Anger,2,78,29
M,18,Anger,1,78,30
F,42,Happiness,1,78,31
M,22,Anger,4,78,32
F,30,Anger,2,78,33
F,60,Happiness,1,78,34
M,20,Anger,2,78,35
M,30,Anger,2,78,36
F,31,Anger,1,78,37
M,37,Disgust,3,78,38
M,31,Disgust,2,78,39
F,34,Anger,4,78,40
F,37,Disgust,2,78,41
M,25,Anger,1,78,42
M,25,Fear,4,78,43
F,33,Disgust,3,78,44
M,29,Surprise,3,78,45
F,51,Anger,1,78,46
F,61,Anger,2,78,47
F,38,Disgust,2,78,48
F,41,Anger,1,78,49
F,30,Disgust,2,78,50
F,NA,Anger,3,78,51
F,60,Anger,2,78,52
M,44,Disgust,2,78,53
F,40,Disgust,3,78,54
F,52,Disgust,2,78,55
F,66,Sadness,1,78,56
F,20,Happiness,1,78,57
F,32,Anger,2,78,58
M,31,Anger,1,78,59
F,23,Anger,2,78,60
M,29,Surprise,5,79,1
M,48,Fear,4,79,2
F,58,Fear,5,79,3
F,53,Fear,4,79,4
F,30,Fear,5,79,5
F,31,Fear,5,79,6
F,44,Fear,5,79,7
F,28,Fear,5,79,8
F,58,Fear,5,79,9
M,37,Fear,5,79,10
M,43,Fear,5,79,11
F,64,Fear,5,79,12
F,44,Fear,4,79,13
M,33,Fear,5,79,14
M,30,Fear,5,79,15
F,51,Fear,5,79,16
F,36,Fear,5,79,17
F,23,Surprise,3,79,18
M,30,Fear,5,79,19
F,60,Fear,5,79,20
F,37,Fear,5,79,21
M,47,Fear,5,79,22
F,20,Surprise,4,79,23
F,45,Fear,5,79,24
F,41,Fear,4,79,25
M,26,Fear,5,79,26
M,35,Fear,5,79,27
F,49,Fear,5,79,28
M,36,Fear,4,79,29
M,18,Fear,3,79,30
F,42,Fear,5,79,31
M,22,Fear,5,79,32
F,30,Surprise,4,79,33
F,60,Fear,5,79,34
M,20,Fear,5,79,35
M,30,Fear,4,79,36
F,31,Surprise,4,79,37
M,37,Fear,5,79,38
M,31,Disgust,3,79,39
F,34,Fear,5,79,40
F,37,Fear,5,79,41
M,25,Fear,5,79,42
M,25,Fear,5,79,43
F,33,Fear,5,79,44
M,29,Surprise,5,79,45
F,51,Fear,5,79,46
F,61,Sadness,4,79,47
F,38,Surprise,4,79,48
F,41,Fear,4,79,49
F,30,Fear,5,79,50
F,NA,Fear,5,79,51
F,60,Fear,5,79,52
M,44,Fear,5,79,53
F,40,Fear,5,79,54
F,52,Fear,5,79,55
F,66,Fear,5,79,56
F,20,Fear,3,79,57
F,32,Fear,5,79,58
M,31,Fear,5,79,59
F,23,Fear,3,79,60
M,29,Surprise,3,80,1
M,48,Surprise,2,80,2
F,58,Surprise,1,80,3
F,53,Surprise,2,80,4
F,30,Happiness,1,80,5
F,31,Fear,4,80,6
F,44,Surprise,1,80,7
F,28,Surprise,3,80,8
