memMemberNo,Gender,Age,StartDate,BMI,Freq
773,M,86,4/06/2014,NA,63
774,F,46,9/10/2014,NA,1
775,F,41,2/12/2014,NA,11
776,M,66,22/03/2014,NA,24
777,F,42,12/04/2015,NA,1
778,F,40,13/10/2014,NA,9
779,M,52,8/01/2014,NA,10
780,M,43,21/04/2015,NA,1
781,M,71,8/01/2014,NA,83
782,F,72,23/03/2015,NA,60
783,M,72,11/11/2013,NA,234
784,M,29,18/06/2015,NA,3
785,F,60,8/03/2016,NA,1
786,F,37,29/11/2014,NA,2
787,M,51,7/12/2013,NA,26
788,F,59,2/10/2014,NA,39
789,F,66,23/09/2014,NA,1
790,F,55,22/10/2013,NA,5
791,M,70,29/09/2013,NA,2
792,F,65,24/02/2016,24.83,2
793,F,72,20/12/2014,NA,3
794,F,41,28/02/2016,NA,2
795,F,31,24/10/2013,NA,8
796,M,59,29/09/2015,NA,5
797,F,42,12/10/2015,NA,7
798,F,76,10/03/2015,NA,1
799,F,66,10/03/2014,NA,3
800,F,64,16/01/2015,NA,60
801,F,65,23/09/2013,NA,2
802,M,70,22/10/2014,NA,2
803,F,39,21/05/2014,NA,6
804,F,43,23/04/2015,NA,4
805,M,50,7/01/2014,NA,45
806,M,42,25/08/2014,NA,4
807,M,74,10/10/2013,NA,9
808,F,38,17/02/2014,NA,1
809,M,66,3/01/2015,NA,1
810,F,42,29/01/2014,NA,3
811,F,37,17/01/2014,NA,10
812,F,31,27/04/2014,NA,3
813,M,51,15/12/2013,NA,3
814,F,59,10/12/2015,NA,16
815,F,39,20/02/2014,NA,19
816,M,41,9/04/2014,NA,52
817,M,78,16/12/2014,NA,95
818,F,79,13/04/2015,29.07,4
819,F,71,25/01/2014,NA,19
820,M,59,1/10/2013,NA,4
821,M,83,19/11/2015,NA,1
822,M,75,6/12/2013,NA,7
823,F,71,3/06/2015,26.43,20
824,F,66,30/09/2013,NA,19
825,M,62,7/08/2015,NA,2
826,M,63,1/04/2014,NA,31
827,F,60,20/03/2014,NA,13
828,F,31,22/11/2014,NA,2
829,F,60,5/04/2014,NA,4
830,F,59,14/04/2015,NA,25
831,F,49,7/02/2014,NA,2
832,F,46,29/10/2013,NA,48
833,F,49,26/05/2015,23.34,2
834,F,45,9/10/2015,NA,1
835,F,83,22/01/2016,NA,1
836,M,54,23/10/2013,NA,11
837,F,82,20/08/2014,NA,69
838,F,36,3/01/2016,NA,1
839,M,51,12/11/2013,NA,15
840,F,41,15/10/2015,NA,3
841,F,46,2/10/2013,NA,77
842,M,57,9/11/2013,NA,11
843,F,55,22/04/2015,NA,1
844,M,78,5/01/2014,NA,90
845,F,70,21/01/2014,NA,2
846,F,44,15/06/2014,NA,24
847,F,72,26/08/2014,NA,22
848,F,48,26/04/2014,NA,152
849,F,78,18/02/2014,NA,6
850,F,17,18/11/2014,NA,7
851,M,17,8/03/2014,NA,3
852,F,19,26/05/2015,33.18,1
853,M,18,3/03/2016,NA,2
854,F,19,24/11/2013,NA,1
855,F,17,20/08/2015,18.66,1
856,M,18,30/03/2015,NA,13
857,F,17,16/09/2014,NA,1
858,F,18,24/06/2015,NA,1
859,M,19,1/09/2014,NA,70
860,M,19,22/09/2014,NA,3
861,F,18,6/01/2015,NA,4
862,F,17,22/10/2015,NA,14
863,M,16,30/01/2014,NA,15
864,M,21,28/01/2016,NA,1
865,M,22,19/04/2014,NA,6
866,M,16,19/07/2014,NA,1
867,F,17,16/06/2014,NA,1
868,M,18,18/09/2014,NA,2
869,M,18,5/08/2015,NA,1
870,F,16,6/11/2013,NA,4
871,F,18,8/09/2014,NA,4
872,F,17,22/04/2014,NA,2
873,F,17,12/04/2015,NA,1
874,F,18,20/06/2014,NA,1
875,M,18,27/08/2014,NA,2
876,M,16,27/08/2014,NA,6
877,F,17,14/12/2015,NA,2
878,M,21,5/08/2014,NA,2
879,M,17,29/04/2014,NA,26
880,F,17,8/10/2014,NA,26
881,M,24,13/03/2014,NA,8
882,M,16,10/01/2015,NA,2
883,M,21,5/04/2014,NA,7
884,M,20,25/05/2015,NA,1
885,F,17,7/02/2014,NA,1
886,M,16,11/08/2015,NA,1
887,F,17,13/10/2015,NA,1
888,M,17,7/08/2015,NA,1
889,M,20,12/04/2015,21.56,2
890,M,17,20/07/2015,NA,2
891,F,17,12/01/2015,NA,3
892,M,17,9/06/2014,NA,1
893,F,17,17/05/2014,NA,3
894,M,17,7/08/2015,NA,3
895,M,17,29/10/2013,NA,1
896,F,17,18/08/2015,NA,1
897,F,18,30/03/2016,NA,1
898,M,16,26/05/2015,NA,2
899,M,19,31/05/2015,NA,1
900,M,16,19/06/2015,17.62,33
901,M,20,4/08/2015,NA,1
902,M,20,21/03/2016,NA,1
903,M,23,28/10/2014,NA,1
904,M,17,6/10/2013,NA,1
905,F,18,3/03/2016,NA,1
906,M,16,23/06/2014,NA,1
907,F,16,9/01/2014,NA,1
908,F,16,11/03/2015,NA,17
909,M,17,22/01/2016,NA,1
910,F,16,21/03/2014,NA,15
911,M,21,21/08/2014,NA,2
912,M,21,21/09/2015,NA,1
913,M,16,29/04/2014,NA,5
914,M,16,8/08/2014,NA,5
915,M,16,20/11/2013,NA,2
916,F,17,21/07/2015,NA,2
917,M,16,25/02/2014,NA,2
918,M,21,18/09/2015,NA,4
919,F,21,5/02/2014,NA,1
920,M,16,2/09/2014,NA,1
921,M,20,27/06/2015,NA,1
922,M,16,17/04/2014,NA,32
923,F,16,6/06/2015,NA,1
924,F,19,20/12/2015,NA,2
925,F,19,13/02/2016,NA,1
926,M,16,29/07/2014,NA,3
927,F,26,12/01/2014,NA,3
928,F,23,29/11/2013,NA,28
929,F,23,14/11/2013,NA,1
930,M,20,13/06/2015,NA,1
931,F,26,15/10/2014,NA,2
932,F,22,19/01/2014,NA,11
933,F,20,19/08/2015,NA,3
934,M,20,21/07/2015,NA,19
935,M,21,29/01/2016,33.32,3
936,F,21,10/10/2015,19.65,3
937,M,24,8/05/2015,NA,11
938,F,21,24/09/2015,NA,2
939,F,19,31/07/2014,NA,1
940,F,19,30/09/2013,NA,17
941,F,21,13/09/2014,NA,5
942,F,20,12/07/2014,NA,1
943,M,19,25/10/2013,NA,19
944,F,23,20/01/2014,NA,1
945,M,19,7/04/2015,23.36,7
946,M,22,29/12/2014,NA,13
947,M,19,18/01/2014,NA,1
948,M,19,11/08/2014,NA,4
949,M,21,29/01/2014,NA,1
950,M,20,3/09/2014,NA,5
951,M,20,20/03/2015,NA,5
952,F,19,29/05/2015,17.64,4
953,F,18,20/03/2015,NA,20
954,M,21,2/12/2015,NA,2
955,M,23,14/03/2014,NA,4
956,M,19,4/08/2015,NA,2
957,F,18,31/03/2015,NA,3
958,F,19,11/01/2014,NA,5
959,F,21,12/05/2014,NA,6
960,M,20,16/08/2015,NA,1
961,F,19,10/02/2014,NA,1
962,F,19,3/02/2015,NA,1
963,M,20,27/03/2015,NA,62
964,M,21,30/12/2013,NA,1
965,M,19,30/12/2014,NA,10
966,M,19,18/06/2015,25.98,3
967,F,26,17/08/2015,NA,4
968,F,25,15/03/2014,NA,1
969,F,18,24/07/2014,NA,1
970,M,18,24/06/2015,NA,9
971,M,20,22/10/2013,NA,7
972,M,19,2/04/2015,NA,1
973,F,24,5/08/2014,19.78,2
974,F,20,5/06/2014,NA,14
975,F,24,25/01/2016,NA,1
976,F,21,26/04/2015,NA,3
977,M,20,25/01/2016,26.12,5
978,F,20,26/08/2015,21.32,1
979,F,20,23/08/2015,NA,3
980,M,20,17/05/2014,NA,20
981,F,20,21/11/2014,NA,7
982,F,18,4/05/2015,NA,1
983,F,21,16/04/2014,NA,1
984,M,18,2/10/2014,NA,2
985,M,19,7/01/2014,NA,2
986,M,17,30/11/2013,NA,18
987,F,17,29/03/2015,NA,19
988,F,18,10/12/2014,NA,14
989,M,20,4/04/2015,NA,1
990,M,20,18/12/2013,NA,1
991,M,18,22/09/2014,NA,5
992,M,19,5/06/2014,NA,8
993,F,18,25/11/2013,NA,6
994,F,19,13/06/2015,NA,4
995,F,19,7/04/2014,NA,9
996,F,17,17/09/2014,NA,9
997,M,18,9/09/2015,NA,6
998,F,19,24/08/2014,NA,35
999,F,20,29/05/2014,NA,2
1000,F,21,14/08/2015,NA,7
1001,F,18,28/01/2016,NA,10
1002,F,19,23/02/2015,NA,2
1003,F,25,3/01/2014,NA,13
1004,M,18,19/09/2014,NA,3
1005,F,17,17/08/2015,NA,7
1006,M,18,15/07/2014,NA,4
1007,M,17,13/02/2014,NA,1
1008,M,22,10/07/2015,NA,18
1009,M,17,5/09/2014,NA,2
1010,M,17,30/07/2015,NA,1
1011,F,26,5/05/2015,32.98,1
1012,M,25,26/10/2014,NA,5
1013,F,20,27/01/2015,NA,6
1014,F,18,8/02/2014,NA,19
1015,F,19,28/05/2014,NA,2
1016,F,18,30/05/2014,NA,11
1017,F,19,8/04/2014,NA,3
1018,M,17,30/09/2013,NA,8
1019,F,18,27/09/2015,NA,5
1020,M,22,13/02/2015,NA,5
1021,M,18,10/05/2014,NA,2
1022,F,19,25/04/2015,19.12,1
1023,F,18,13/08/2014,NA,1
1024,M,16,13/01/2015,NA,5
1025,F,17,27/10/2013,NA,1
1026,F,20,13/01/2015,NA,5
1027,M,18,2/09/2015,NA,1
1028,M,17,17/08/2015,NA,1
1029,F,18,9/04/2015,NA,5
1030,F,19,27/07/2015,NA,3
1031,F,18,28/10/2015,NA,2
1032,M,17,19/10/2013,NA,5
1033,F,17,26/01/2015,NA,1
1034,M,17,31/07/2015,NA,6
1035,M,16,8/03/2015,NA,5
1036,F,68,18/10/2013,NA,14
1037,M,19,19/06/2015,NA,4
1038,F,21,8/01/2016,NA,1
1039,F,21,7/09/2015,21.62,3
1040,M,21,8/10/2013,NA,1
1041,F,50,5/02/2015,NA,58
1042,M,28,11/06/2014,NA,3
1043,F,42,16/10/2013,NA,8
1044,F,45,18/11/2014,NA,21
1045,F,74,1/04/2014,NA,4
1046,M,17,25/07/2014,NA,1
1047,M,18,3/03/2015,NA,1
1048,F,44,6/08/2014,NA,7
1049,M,42,18/10/2015,NA,4
1050,F,42,18/10/2015,NA,2
1051,M,54,4/02/2014,NA,1
1052,F,41,25/09/2013,NA,2
1053,F,36,20/05/2014,NA,11
1054,F,17,12/04/2014,NA,64
1055,F,17,13/07/2014,NA,1
1056,F,18,26/01/2014,NA,27
1057,M,68,21/10/2013,NA,2
1058,F,40,24/09/2015,NA,2
1059,F,17,9/02/2016,NA,1
1060,F,31,11/10/2013,NA,1
1061,M,59,28/01/2016,NA,6
1062,F,60,21/05/2014,NA,13
1063,M,17,25/09/2015,NA,1
1064,F,32,14/06/2015,NA,3
1065,M,36,29/08/2014,NA,2
1066,F,19,1/03/2014,NA,1
1067,M,17,12/10/2013,NA,7
1068,M,23,12/05/2015,NA,2
1069,F,42,5/06/2014,NA,8
1070,F,48,4/12/2015,23.61,4
1071,F,70,23/10/2015,NA,38
1072,F,63,16/12/2014,NA,84
1073,F,16,8/10/2014,NA,2
1074,M,16,30/10/2015,NA,4
1075,F,72,7/12/2015,NA,1
1076,F,51,31/05/2014,NA,25
1077,F,43,11/11/2013,NA,5
1078,M,27,17/01/2015,NA,1
1079,M,46,28/05/2015,NA,6
1080,M,78,25/07/2015,22.26,2
1081,F,32,8/02/2014,NA,3
1082,M,16,15/07/2015,NA,1
1083,F,21,6/11/2015,NA,12
1084,F,45,12/11/2015,NA,2
1085,F,57,8/02/2014,NA,20
1086,F,17,30/07/2015,NA,2
1087,M,17,24/06/2014,NA,5
1088,M,78,24/04/2014,NA,80
1089,M,68,12/08/2014,NA,19
1090,M,16,11/02/2014,NA,2
1091,F,20,3/01/2014,NA,1
1092,F,52,11/05/2015,NA,13
1093,F,45,9/10/2013,NA,5
1094,F,50,19/09/2013,NA,6
1095,F,44,16/09/2014,NA,5
1096,F,70,12/08/2014,NA,15
1097,F,27,4/02/2015,NA,1
1098,F,57,24/02/2015,NA,3
1099,M,76,1/07/2015,NA,1
1100,M,29,24/09/2014,NA,10
1101,F,63,11/11/2014,NA,77
1102,M,16,19/01/2016,NA,1
1103,F,16,12/04/2015,NA,2
1104,F,41,17/02/2014,NA,1
1105,F,65,27/04/2015,22.81,3
1106,F,16,13/09/2015,NA,4
1107,F,18,19/04/2014,NA,5
1108,F,20,22/06/2015,NA,1
1109,M,20,14/04/2014,NA,1
1110,M,16,8/02/2014,NA,2
1111,F,40,8/08/2014,NA,1
1112,M,16,19/10/2013,NA,2
1113,M,59,17/03/2014,NA,4
1114,F,56,18/03/2014,NA,23
1115,F,70,6/03/2014,NA,80
1116,M,68,26/01/2014,NA,3
1117,F,21,30/12/2015,NA,1
1118,M,16,20/05/2014,NA,1
1119,F,18,17/12/2015,19.69,1
1120,M,19,30/12/2015,NA,2
1121,F,63,1/10/2013,NA,9
1122,F,74,28/10/2013,NA,11
1123,F,50,18/01/2015,NA,3
1124,F,78,30/01/2015,NA,1
1125,M,18,1/07/2015,NA,2
1126,F,70,7/01/2015,NA,7
1127,F,45,17/04/2014,NA,1
1128,M,19,30/03/2015,NA,2
1129,F,17,16/03/2016,24.07,4
1130,M,50,19/09/2013,NA,29
1131,F,64,18/09/2013,NA,12
1132,F,42,12/11/2013,NA,3
1133,M,47,13/03/2014,NA,43
1134,M,62,8/07/2014,NA,24
1135,M,37,14/07/2015,NA,1
1136,M,16,7/06/2015,NA,1
1137,M,68,29/09/2015,NA,13
1138,F,45,2/06/2015,24.75,7
1139,F,20,30/06/2015,NA,1
1140,M,53,13/02/2014,NA,29
1141,F,17,5/07/2015,NA,1
1142,F,72,14/03/2016,NA,1
1143,M,52,18/01/2015,NA,8
1144,F,71,18/10/2013,NA,5
1145,F,39,6/01/2015,NA,4
1146,M,75,18/11/2013,NA,4
1147,F,18,27/05/2015,NA,1
1148,F,21,13/03/2015,NA,5
1149,F,39,5/10/2013,NA,9
1150,M,83,15/03/2016,NA,2
1151,F,17,11/02/2016,NA,1
1152,M,67,15/04/2014,NA,1
1153,F,43,10/01/2016,NA,1
1154,F,33,15/06/2015,NA,16
1155,F,30,25/09/2015,NA,1
1156,M,40,13/06/2015,NA,1
1157,F,22,29/12/2013,NA,4
1158,F,17,29/08/2015,NA,1
1159,M,20,8/05/2015,NA,7
1160,M,16,25/10/2014,NA,2
1161,M,16,7/08/2015,NA,1
1162,F,61,8/01/2015,NA,20
1163,F,17,10/11/2013,NA,5
1164,F,65,3/09/2014,NA,2
1165,F,85,1/10/2014,NA,7
1166,F,19,1/07/2015,NA,1
1167,M,16,14/09/2014,NA,1
1168,F,41,23/11/2014,NA,23
1169,F,73,23/04/2015,NA,10
1170,F,69,30/09/2013,NA,22
1171,F,16,22/07/2015,NA,42
1172,M,16,21/01/2016,NA,11
1173,F,20,16/01/2014,NA,22
1174,M,16,16/01/2015,NA,1
1175,M,48,2/09/2015,42.37,11
1176,F,21,30/05/2014,NA,1
1177,F,72,24/11/2015,20.31,27
1178,M,17,24/05/2014,NA,1
1179,F,62,4/05/2014,NA,1
1180,F,19,30/12/2015,NA,1
1181,F,62,11/11/2015,28.43,2
1182,F,18,22/06/2015,NA,3
1183,M,20,2/10/2014,NA,61
1184,F,70,22/06/2014,NA,2
1185,M,68,4/02/2014,NA,59
1186,M,16,31/01/2014,NA,1
1187,F,18,8/02/2015,NA,5
1188,F,22,10/01/2014,NA,1
1189,M,73,5/03/2015,NA,1
1190,M,44,23/05/2014,NA,2
1191,M,17,12/08/2015,NA,47
1192,M,16,30/06/2015,NA,10
1193,F,16,25/02/2016,NA,1
1194,F,47,1/10/2013,NA,1
1195,F,37,7/11/2013,NA,1
1196,F,43,4/01/2016,NA,12
1197,F,48,8/06/2014,NA,11
1198,M,46,31/01/2014,NA,1
1199,M,17,6/01/2015,NA,4
1200,F,19,9/12/2014,NA,6
1201,M,16,20/12/2013,NA,16
1202,M,70,24/06/2014,NA,3
1203,F,19,7/01/2016,NA,1
1204,M,72,1/08/2014,NA,2
1205,M,17,27/08/2014,NA,1
1206,F,44,15/10/2015,NA,1
1207,F,44,27/07/2014,NA,22
1208,M,17,14/04/2014,NA,2
1209,F,19,19/06/2014,NA,2
1210,F,69,21/03/2015,NA,19
1211,F,18,26/07/2015,NA,1
1212,F,16,21/02/2014,NA,4
1213,F,66,6/08/2015,NA,2
1214,F,74,20/04/2015,NA,5
1215,M,66,25/09/2013,NA,35
1216,F,70,2/10/2013,NA,50
1217,F,30,30/01/2015,NA,36
1218,F,17,20/09/2015,32.25,20
1219,M,17,3/03/2015,NA,1
1220,M,17,27/09/2015,NA,1
1221,M,70,10/02/2015,NA,65
1222,F,16,13/02/2015,NA,1
1223,M,76,12/10/2013,NA,33
1224,F,16,7/07/2014,NA,6
1225,F,16,18/06/2015,NA,1
1226,M,16,7/07/2015,NA,1
1227,M,17,12/08/2014,NA,2
1228,M,16,15/02/2015,NA,10
1229,F,16,4/08/2015,NA,3
1230,M,42,2/04/2015,NA,1
1231,F,18,18/08/2015,NA,1
1232,M,17,26/09/2013,NA,1
1233,M,17,7/10/2015,20.43,2
1234,F,16,9/02/2014,NA,1
1235,M,16,14/12/2013,NA,2
1236,M,16,7/05/2014,NA,1
1237,F,19,30/03/2016,NA,1
1238,M,16,17/08/2015,NA,3
1239,M,17,19/10/2013,NA,4
1240,F,21,3/02/2015,NA,16
1241,M,69,30/03/2015,NA,83
1242,M,70,25/05/2014,NA,145
1243,M,70,26/08/2014,NA,1
1244,F,54,23/01/2014,NA,6
1245,F,54,3/01/2014,NA,2
1246,F,16,11/09/2014,NA,2
1247,M,16,30/09/2013,NA,1
1248,F,75,10/01/2014,NA,23
1249,F,77,12/02/2015,NA,15
1250,M,16,25/04/2014,NA,1
1251,M,16,25/04/2014,NA,3
1252,F,33,2/03/2015,NA,6
1253,F,16,29/03/2016,NA,3
1254,F,36,13/05/2014,NA,2
1255,F,16,27/04/2014,NA,1
1256,F,16,22/07/2015,NA,1
1257,F,35,3/11/2013,NA,25
1258,F,19,26/08/2015,NA,1
1259,F,16,17/09/2013,NA,4
1260,F,16,18/11/2014,NA,2
1261,M,16,14/02/2015,NA,1
1262,F,40,17/01/2014,NA,14
1263,F,72,20/02/2014,NA,14
1264,F,79,25/09/2014,NA,8
1265,F,29,2/10/2014,NA,3
1266,M,17,6/11/2013,NA,9
1267,F,18,9/07/2015,NA,3
1268,M,17,8/01/2016,NA,1
1269,M,16,20/08/2014,NA,158
1270,F,70,2/03/2015,NA,1
1271,M,16,4/01/2016,NA,14
1272,F,17,25/10/2015,23.19,2
1273,F,16,3/05/2014,NA,4
1274,F,21,25/09/2014,NA,1
1275,M,16,22/07/2014,NA,1
1276,F,65,13/07/2015,27,1
1277,F,71,8/06/2015,NA,21
1278,F,71,26/05/2015,27.48,10
1279,F,67,17/02/2016,NA,1
1280,M,28,28/01/2014,NA,2
1281,M,75,14/10/2015,NA,1
1282,M,78,3/01/2016,22.61,2
1283,F,66,15/01/2016,NA,4
1284,F,19,9/04/2015,NA,1
1285,M,16,6/04/2014,NA,14
1286,F,69,16/07/2015,NA,1
1287,M,64,8/09/2014,NA,38
1288,M,70,16/09/2013,NA,31
1289,M,16,27/02/2015,NA,1
1290,F,16,10/08/2015,NA,13
1291,F,21,16/07/2015,NA,1
1292,M,20,28/08/2014,NA,1
1293,F,17,31/01/2016,18.2,5
1294,F,17,31/01/2016,NA,5
1295,F,39,4/10/2013,NA,16
1296,M,48,30/10/2013,NA,1
1297,F,16,11/01/2015,NA,5
1298,F,21,23/05/2015,NA,1
1299,M,21,13/08/2015,NA,15
1300,F,34,21/10/2013,NA,4
1301,F,20,28/04/2015,NA,2
1302,F,72,13/06/2014,NA,74
1303,M,19,30/11/2014,NA,1
1304,F,19,13/08/2014,NA,1
1305,F,69,24/01/2014,NA,12
1306,M,72,30/12/2014,NA,1
1307,F,36,28/11/2013,NA,2
1308,M,16,2/02/2016,NA,2
1309,F,71,10/11/2014,NA,1
1310,F,33,7/03/2014,NA,4
1311,M,70,20/02/2014,NA,122
1312,F,83,14/06/2014,NA,106
1313,M,76,5/11/2013,NA,139
1314,M,17,30/12/2014,NA,1
1315,F,16,12/12/2014,NA,4
1316,F,26,12/03/2014,NA,20
1317,F,47,2/07/2014,NA,13
1318,M,69,18/08/2015,NA,18
1319,F,70,28/01/2014,NA,42
1320,F,21,21/10/2015,NA,1
1321,F,18,30/01/2014,NA,1
1322,F,43,23/06/2014,NA,10
1323,F,16,5/07/2014,NA,2
1324,F,28,6/08/2014,NA,1
1325,F,16,25/04/2015,NA,1
1326,F,17,30/10/2015,21.47,2
1327,F,17,5/07/2014,NA,2
1328,M,17,8/07/2014,NA,1
1329,F,17,16/10/2013,NA,4
1330,M,16,14/02/2014,NA,1
1331,M,70,6/10/2014,NA,42
1332,M,18,11/08/2015,NA,52
1333,F,19,30/03/2015,NA,4
1334,F,70,11/09/2015,NA,20
1335,F,73,4/12/2015,26.86,3
1336,M,17,28/07/2015,NA,2
1337,M,18,13/09/2015,19.81,1
1338,F,16,13/03/2014,NA,2
1339,M,18,15/01/2016,NA,4
1340,M,20,8/10/2015,NA,1
1341,F,22,4/01/2016,NA,1
1342,M,16,19/03/2016,NA,1
1343,F,48,18/09/2013,NA,1
1344,M,47,11/01/2014,NA,4
1345,F,49,26/02/2014,NA,25
1346,M,16,23/01/2016,18.94,10
1347,M,20,14/07/2015,NA,3
1348,M,16,29/06/2015,NA,1
1349,M,16,30/06/2015,NA,2
1350,F,56,30/03/2014,NA,1
1351,F,63,30/12/2013,NA,20
1352,F,16,23/10/2014,NA,2
1353,M,16,31/07/2015,NA,9
1354,F,17,22/04/2014,NA,5
1355,M,17,23/06/2014,NA,7
1356,F,16,2/11/2015,NA,1
1357,F,16,24/06/2015,NA,6
1358,F,20,21/07/2015,NA,3
1359,M,17,14/02/2014,NA,5
1360,M,18,2/10/2015,NA,2
1361,F,39,4/11/2013,NA,1
1362,F,19,20/08/2014,NA,1
1363,M,20,10/06/2015,NA,1
1364,M,76,3/11/2014,NA,4
1365,M,73,4/10/2013,NA,21
1366,M,75,24/06/2014,NA,74
1367,M,18,23/10/2014,NA,2
1368,M,76,21/10/2013,NA,13
1369,F,16,28/07/2014,NA,1
1370,M,18,26/03/2015,NA,35
1371,M,18,29/12/2015,NA,32
1372,F,21,28/08/2014,NA,2
1373,M,18,9/12/2015,NA,5
1374,M,16,5/09/2015,NA,1
1375,F,38,9/11/2013,NA,5
1376,M,78,30/06/2014,NA,1
1377,M,45,16/01/2014,NA,115
1378,F,16,27/10/2015,NA,2
1379,F,59,17/09/2013,NA,27
1380,F,68,4/04/2014,26.29,1
1381,M,16,19/09/2015,NA,1
1382,F,16,6/01/2015,NA,1
1383,F,46,29/07/2015,NA,1
1384,M,16,23/08/2014,NA,4
1385,M,75,14/11/2013,NA,8
1386,F,21,21/08/2015,NA,1
1387,F,17,5/01/2015,NA,1
1388,M,17,5/12/2015,NA,1
1389,M,19,20/11/2015,21.03,2
1390,M,17,17/04/2015,22.05,1
1391,M,48,2/10/2013,NA,4
1392,F,18,24/02/2015,NA,1
1393,M,16,28/06/2015,18.04,4
1394,F,45,5/11/2013,NA,1
1395,F,19,6/08/2015,NA,13
1396,M,59,6/02/2014,NA,2
1397,M,27,22/10/2013,NA,56
1398,F,39,17/08/2015,NA,3
1399,M,17,29/09/2013,NA,21
1400,M,16,29/09/2013,NA,25
1401,M,16,29/09/2013,NA,18
1402,F,55,24/09/2015,NA,5
1403,F,17,19/06/2014,NA,10
1404,M,71,26/08/2015,NA,10
1405,F,74,27/04/2015,18.66,17
1406,M,36,16/03/2015,NA,1
1407,F,34,16/03/2015,NA,1
1408,F,62,20/02/2014,NA,39
1409,F,71,1/04/2015,26.29,1
1410,M,71,15/05/2015,NA,2
1411,F,43,5/02/2014,NA,26
1412,F,43,18/09/2014,NA,19
1413,M,74,22/06/2015,33.18,2
1414,F,30,13/08/2015,NA,1
1415,F,63,11/03/2015,NA,4
1416,F,44,31/10/2014,NA,2
1417,F,20,4/03/2014,NA,1
1418,F,38,16/10/2014,NA,2
1419,F,51,16/07/2015,NA,1
1420,M,18,20/11/2013,NA,4
1421,F,37,17/01/2014,NA,3
1422,M,49,6/11/2014,NA,4
1423,M,38,4/10/2015,24.33,1
1424,F,17,27/07/2014,NA,5
1425,M,16,17/07/2015,NA,8
1426,F,68,27/02/2014,NA,5
1427,M,16,13/03/2014,NA,47
1428,M,32,18/01/2014,NA,23
1429,F,16,2/06/2014,NA,2
1430,M,17,24/01/2014,NA,2
1431,F,41,9/02/2016,NA,2
1432,M,66,6/08/2014,NA,3
1433,F,33,2/10/2013,NA,8
1434,F,60,24/09/2015,NA,3
1435,M,16,4/04/2015,NA,1
1436,F,48,23/09/2013,NA,12
1437,M,71,13/07/2015,28.44,36
1438,F,63,10/04/2015,NA,7
1439,M,16,2/09/2014,NA,4
1440,F,40,15/09/2015,25.66,1
1441,M,20,14/08/2015,NA,1
1442,F,59,15/10/2013,NA,1
1443,F,44,7/02/2016,NA,5
1444,M,18,26/10/2014,NA,1
1445,M,16,5/06/2015,20.86,1
1446,M,18,7/11/2014,NA,3
1447,F,24,22/07/2014,NA,1
1448,M,19,15/12/2014,NA,25
1449,M,17,28/02/2016,NA,2
1450,M,17,18/03/2015,NA,1
1451,F,16,6/05/2014,NA,1
1452,F,48,4/11/2013,NA,1
1453,M,17,16/03/2016,NA,3
1454,F,18,11/04/2015,NA,2
1455,F,21,24/04/2015,26.29,2
1456,M,16,12/10/2013,NA,1
1457,M,21,17/08/2015,NA,1
1458,M,18,4/07/2015,NA,3
1459,F,17,17/06/2014,NA,3
1460,M,17,2/10/2014,NA,1
1461,M,16,28/02/2016,NA,1
1462,F,42,11/05/2014,NA,1
1463,F,21,3/09/2015,NA,17
1464,M,18,10/07/2015,20.86,3
1465,M,18,4/05/2015,NA,2
1466,F,16,3/01/2015,NA,1
1467,M,19,19/10/2013,NA,3
1468,F,16,28/10/2013,NA,1
1469,F,20,23/07/2014,NA,2
1470,F,17,13/03/2015,NA,1
1471,M,16,22/07/2014,NA,9
1472,F,42,14/06/2015,NA,5
1473,M,16,26/06/2015,22.81,1
1474,M,70,17/01/2014,NA,73
1475,M,19,30/01/2015,NA,12
1476,F,20,9/01/2015,NA,1
1477,M,18,27/02/2016,NA,1
1478,F,16,20/11/2014,NA,1
1479,M,20,3/09/2014,NA,3
1480,M,19,30/08/2015,NA,1
1481,F,19,8/04/2014,NA,4
1482,F,51,4/11/2015,NA,9
1483,F,17,19/10/2013,NA,1
1484,M,18,24/08/2015,NA,1
1485,F,21,24/08/2015,NA,1
1486,F,21,21/03/2016,NA,1
1487,F,16,24/06/2015,NA,1
1488,M,19,29/12/2015,NA,2
1489,F,16,5/04/2015,NA,1
1490,F,20,25/10/2014,NA,2
1491,M,17,11/04/2015,NA,4
1492,M,18,9/09/2014,NA,1
1493,U,16,9/02/2014,NA,26
1494,M,19,12/07/2015,NA,6
1495,F,42,12/08/2014,NA,1
1496,F,69,1/02/2014,NA,2
1497,F,20,24/09/2015,NA,1
1498,M,20,14/10/2013,NA,1
1499,M,16,22/07/2014,NA,4
1500,M,18,6/08/2014,NA,28
1501,M,20,8/05/2014,NA,5
1502,M,18,13/01/2015,NA,6
1503,M,16,16/10/2014,NA,44
1504,M,20,28/05/2015,NA,16
1505,M,16,9/03/2014,NA,15
1506,M,16,21/07/2015,NA,5
1507,F,18,17/08/2015,NA,2
1508,M,16,8/08/2015,NA,1
1509,F,19,27/01/2016,NA,1
1510,M,19,14/08/2015,NA,18
1511,M,16,16/06/2015,NA,3
1512,M,16,4/09/2014,NA,4
1513,F,16,10/08/2015,NA,1
1514,M,18,13/10/2015,NA,2
1515,F,17,3/02/2015,NA,3
1516,F,17,8/09/2015,NA,1
